content,annotation
 Totally agree with you.  Fuck Prop 8.  very cool that apple came out publicly against 8 on the website.,1
 u know  that's what I hate about Ohio  seeing grown up idiots in shorts when it's freezing outside :0),1
 fuck yes,1
 :) if she is a dumb hoe why'd he put his cock in her?,1
 still nothing.  Lucky for you I have the free time to hop on twitter and remind you that you still fucking owe me.,1
 charter sucks as is nothing but trouble - att needs to roll out uverse faster!,1
 did Santa cum n visit u huny?,1
 nice voicemail... i didn't enjoy it cuz i am a bitch.,1
 summer workout tape? How you gonna workout to Kanyes depressing ass album  ok  maybe 2 songs,1
 Well I I said some words about Pollgod that i didnt mean because a SP member was being a fuck head lol,1
 i'm with you on the new yrs res! i'm 10lbs chubbier than i was 8 mos ago and i ALSO thought i was completely immune to fat! :(,1
 Oh  you bastard.  You couldn't wait until I'm not busy.  I'll probably catch the tail end again.  Damn it all.,1
 How is the Loser episode?  Lotsa crying??,1
 I am Dutch ;) Over here  there's a difference between the fat ho-ho santa and st. nicolas (sinterklaas).,1
 fuck off!!!,1
 ducking ducking ducking. Stupid ass autocorrect,1
 DAMN TJ  You getting called out in songs now??!!,1
 LMAO!! I aint gonna front  shit did look kinda moist! Ol Duncan Hines Ass!!! LOL!!,1
 my programs is telling me the same damn thing. WTH!?!,1
 I wanna see her tall lanky ass playin tennis  lol,1
 The guy who runs it is a major dick  underpays or doesn't pay models. He's harassed me and belittled me.,1
 Yeah it was four years ago  but I have a long memory. I also still hate the Avalanche even though they've sucked for years. :},1
 Grew up a Habs fan  which meant I had to hate the Leafs when I moved to Toronto  which meant embracing the Wings.,1
 Wilt fresh spinach with hot bacon fat and top with bacon!,1
 Graphic novel class? I hate you but I love you but still I hate you and oh yesh  Hows ya boy JImmy?,1
 usually  if I am at the point where I'm ready to say something mean  I will click away. I hate mean people.  hate them.,1
 yes  it's winter time and i'd hate for her ears to get cold out there on the ocean city boardwalk.,1
 Now I know you're really are GAY!,1
 Me?? Hairy ass??? WTF?!?! I would laser that shit...,1
 which keyboard do u hate? I hate iPhone keyboard. Yes touchscreen is cool but I WISH I had actual buttons 2 push! Less typo's,1
 write more books  sccessful new venture with me  &bring fat fat 2 L.A. so we can hang out and buy our sons a bunch of cute clothes,1
 Fuck you  McGaffigan. I WANT TO GO. NAO!,1
 You can stop voting now. Holy fuck. If only McCain had you on his side  and you were 18.,1
 You bash Nickelback  but you listen to Staind? WTF?! I hate both  btw.,1
 I nominate @Badhorse_ for a Shorty Award in #green because... Why the fuck not?,1
 Joanne Angel? You know how much I hate you right now :p &lt;3 XXXorcist,1
 I also lost my wallet over the weekend! its sucks  in my case I was just dumb and appear to have dropped it somewhere...,1
 dunno  I just saw her go at the top of stairs; It seemed like an ass slide.,1
 It's just crazy. This boy is fucking up my sleep schedule. Probably why I don't mind too much. ;),1
 RE: Hugh's daughter.  I just hate to see when a female CEO step down and says it's so \company can evolve\ AAARRRG!,1
 like tha new 50 shit fire.  finally sum club gangsta shit i neede that!!! hook is catchy as fuck and 50 whas rappin good.,1
 i fuck wit u.  u got skillz homie.,1
 -- damn fool. you're a 247 workhorse!,1
 #NAME?,1
 -- damn homie ... in highschool you was the man homie. fuck happened to you?,1
 --- that shit right there fool ... is FUCKING TIGHT!!!! --- http://tinyurl.com/6fro26,1
 no. ur 13 get the fuck off the internet and get back to playing with ur easy bake oven. stupid parents buyin brats iphones.,1
 if Q is there tell him he sucks. He's dark and plays suspect lol,1
 thats the only set back  and its a bitch to send ish back,1
 blocked. What a fucking load of old shit.,1
 lol the fuck what concert was that,1
 because I hate you. The last one I rewrote cuz there was a typo and it was bothering me,1
 oops but you're forgiven. Hope they win. I Never had a good exp. with a shelter  they hate us military types. Glad you did though!,1
 fuck yo couch,1
 ground her now and she'll kick your ass lol,1
 can't make up my mind. Go out w my girl vip style and leave the dog home alone till morn  stay in or go to a gay pj party,1
 Oh  Hannah  I am so  so sorry for your loss. I've done the deathbed vigil and it sucks. I hope your pain eases with time. Love,1
 Happy birthday you damn sexy hobo!,1
 I'm celebrating and drinking to the fact you're an annoying fuck :),1
 I'm doing nothing. I was thinking about going to the Flaming Lips concert  but hate going alone.,1
 dude the talk about universe at #LeWeb is awesome. As a nerd guy you have to watch it,1
 Jerry IS Cowboy's problem. He won't hire real coach  'cuz then the credit wouldn't go to him. He's poster child for attn whore.,1
 u r pussy. lulz.,1
 don't you just hate that?! Especially when it is over the most irrelevant crap,1
 yes. Freakin 17 and in college since i was 16 ugh! It sucks. Hah,1
 Then why u cryn? Hate'n on me.,1
 If it wasn't for AT&T's spotty network  I'd switch in a heartbeat. That's where Verizon kicks some serious ass.,1
 you fart like a fucking bass drum lol,1
 what da drilly wit dat do! ...oh  and i STILL got distribution in Japan...damn  that chick was the worst that night,1
 yeah  but w/ that running time u'll be there 2morrow. that mmovie is long as fuck.,1
 damn bossman  let find out u got 2 jobs. what are u  a single parent or somethin'?,1
 no-sign. i dont fuck with \rats\,1
 http://twitpic.com/s13a - omg i hate scottiethehottie!! he is a retarded spammer!! he is photographer08 (it got deleted ...,1
 no fuck you,1
 I don't bother arguing that about Bush anymore because people who admire him have damn near no power post-2008 elections.,1
 do you think you are nudging me to change my update...WHORE NAILS!,1
 thats what you get for being a fat ass....FAT ASS...,1
 I HATE YOU!,1
 i've been on twitter 1 week and am about 20 shy of 500. does that make me a loser? LOL LOL LOL,1
 well either wy thy like dick wayyy to much.,1
 omg son i JUST figured out how to reply to youuuuuuu. i hate this lmao,1
 fail whale?,1
 cluster fuck indeed.,1
 - you can trust me to do my part to help @adam_callender win his \biggest loser\ contest.  ;),1
 Dang I hate the little buttons. GO BACK ONE TWEET!,1
 ironic - I normally hate plastic 4 environmental reasons- this time  it actually saved some of the patterns from the wet grass,1
 God Damn !! Ok ... How about Peter Duncan then ?,1
 damn you overload issues! :(,1
 that's killer. Wish it was even cool here. But it's been damn near 80 most of the week. No where near festive temps.,1
 ugh  yes. I am a consumer whore... \and how!\,1
 SHUT THE FUCK UP!,1
 i hear ya. iPods can get annoying with that damn clicking noise!,1
 dude...if u didnt tell me how 2 do this fucking thing(twittr) i wud prob still b lyk nowhere with it!,1
 Don't you just hate deciding on things.,1
 eddie izzard says the brits pronounce \herb\ with the h \because there's a fucking h in it.\,1
 I feel like such a nerd watching this! I LOVE IT!!!!!!!!!,1
 #NAME?,1
 wtf? That is so gay.,1
 Would you believe the same article said eating less helps us live longer  too? Damn those scientists!,1
 YOU\RE A GAY!? .... =) I &lt;3 you,1
 There's some dude at this bar that totally looks like you. Should I kick his ass for impersonating?,1
 all these awesome people just flock to me. Guess I'm about cool as fuck.,1
 @KitchenGirlJo what's the fail whale?,1
 oh LOL I use a client so I never get the fail whale :-p,1
 could be that I'm not typing hard enough? happened a lot more when I first got this laptop about 3 weeks ago. Sucks ass,1
 you're a fucking bully  man.,1
 damn son,1
 fuck the world? Or for the win,1
 http://is.gd/brVS (iTunes) or http://is.gd/b4yp Antrel Rolle previewed today's MIN game on the Best Damn Sports Show Podcast.,1
 oh come on. I mean  we all love to hate MyZou  but it's one thing to hate MyZou and another to take a time machine to the 70s.,1
 no i dont! He does. I hate his guts!!!,1
 this makes mme smile lol. I hate him. But we still dont bring him up bc to us he is dead and non-existant.,1
 i hope so that way i can fuck him over continuously.,1
 your a effin cunt! Ihu!,1
 dude that sucks man!,1
 Im glad to meet someone with similar FREAK gifts to me.  haha,1
 read the emacs-rails codebase and then see why emacs is just damn cool,1
 omg omg omg! finally the shoes r coming out yay yay I want them so so so SO BAD! =) fuck cancer! =) this literary made my day,1
 god a free cure show! damn!  I didn't know about this & I live close! ugh lucky lucky how was it??,1
 Girl  talked to Black Milk on the phn for an hour. Watching \Big Bang Theory\ drunk as fuck  eating cereal & its cold in the D.,1
 Are you out celebrating your birthday? If so  a birthday drink is ok! But don't forget the marathon. I hate being such a stickler.,1
 Damnit.  I've started a new short story.  About a dentist. Fuck.,1
 All of my friends are married gay  or have been burned so badly they don't want 2 even think about another relationship :o( I've,1
 Well  if he's a pussy  he surely isn't that man of \substance\ your looking for lol...Don't settle when you know you want more.,1
 the fail whale?,1
 Damn  you've had more jobs than  um  er  well  you're just always employed! lol,1
 lol maaan-fuck this!! I almost busted my shit like 5 times tryna walk on this damn ice!!,1
 burger in each hand? Wut a fat ass!! Lol,1
 yo I only peeped the last 30mins-and I saw here and THOUGHT it was her but figured \naaah this bitch looks way broker\ lol yikes,1
 Yeah! id do her like my nigga did them white chicks at the club on Knocked Up...I fuck the shit out u old bitch but no clubin,1
 yeah she pretty cool but she got moments where i be like ehhhh idk! now id fuck but the ass lick wud depend on the nite,1
 Son i just got finished watchin Big Mommas House...WOW!!! She damn sure can...and she a MILF so thats a bonus,1
 yep ur an uber nerd now,1
 and @rapperbigpooh. Was that Sheila easton? Nah...it was that chick that used to fuck with Prince right?,1
 Damn fucking skippy. I'm onthe same shit,1
 Oldest son just turned 19 months and youngest is 5 weeks old. Damn dude  u look too young to have a 17 year old! :),1
 Bill Donahue? Seriously? Ask him why he uses hate speech against gays  women and Jews and maybe I'd listen to his complaints,1
 I used to do the shopping but when my wife stopped worked a few years back she took over. It is just damn cold until April,1
 I just got done busting my ass for the day. I need Booze!,1
 I nominate @IgortheTroll cuz he's thee Best Damn Troll we gots!! ;)),1
 thats why I hate megavideo.  I'll see if I can get someone to update the episodes with an offshore video hoster.,1
 What a cunt!,1
 that sucks loxy. I wish there was smtg I could do! Is chury back in cgy as well?,1
 and the arabs pussy count reaches 250 million. There I said it  we're all a bunch of pussies. No offence to the pussies,1
 yeah  its seems like most of the time unexplained highs are related to a bad site or fat delays,1
 duh! fat fish and winning the lottery go hand in hand,1
 #NAME?,1
 -politicians should have to pass an ethics exam 2x yearly. I wonder if that's a piss test for them?,1
